,Target
6162,0
6167,1
6168,1
6169,0
6173,1
6174,1
6175,0
6176,0
6180,1
6181,1
6185,1
6187,0
6189,0
6191,1
6193,1
6197,1
6198,0
6202,1
6204,0
6206,0
6207,0
6208,0
6210,1
6211,1
6212,1
6213,1
6214,1
6216,1
6218,1
6219,1
6220,0
6223,0
6226,0
6227,1
6230,0
6240,0
6241,1
6242,1
6244,1
6247,1
6249,1
6252,1
6254,1
6258,1
6266,0
6268,0
6270,0
6271,1
6277,0
6280,0
6281,0
6284,0
6289,0
6290,1
6292,1
6297,0
6298,0
6300,1
6305,1
6307,1
6308,1
6310,1
6311,1
6312,1
6314,1
6315,1
6316,0
6321,0
6324,1
6325,1
6326,0
6327,0
6330,1
6336,1
6337,1
6339,1
6340,0
6347,1
6348,1
6350,1
6353,1
6354,1
6356,1
6357,1
6360,1
6361,1
6363,0
6365,0
6367,1
6369,0
6370,0
6372,0
6376,0
6378,1
6379,0
6382,0
6386,0
6390,0
6393,0
6396,0
6397,1
6398,1
6402,0
6403,1
6404,1
6407,1
6412,1
6414,0
6415,1
6419,1
6420,1
6431,1
6434,1
6435,1
6438,1
6439,0
6440,0
6441,1
6442,1
6444,1
6445,0
6448,1
6449,0
6452,0
6453,1
6455,1
6456,0
6458,0
6459,1
6461,0
6462,0
6466,0
6467,0
6470,1
6471,1
6472,1
6483,1
6485,0
6494,0
6499,0
6502,1
6503,0
6504,0
6506,1
6515,1
6516,1
6525,1
6526,1
6535,0
6536,0
6537,0
6542,1
6546,1
6550,1
6553,1
6557,1
6560,1
6563,1
6564,1
6571,0
6578,0
6581,1
6583,1
6584,1
6585,0
6586,1
6589,0
6591,0
6595,1
6596,0
6597,1
6600,1
6607,1
6608,1
6609,1
6610,0
6615,0
6621,1
6626,1
6627,1
6629,1
6631,1
6635,1
6638,1
6640,0
6641,0
6647,1
6648,0
6649,0
6650,0
6652,1
6674,0
6675,1
6676,0
6677,0
6685,1
6688,1
6695,1
6697,0
6704,1
6705,1
6708,0
6709,0
6711,1
6713,1
6714,1
6716,1
6719,0
6721,1
6725,1
6729,1
6732,0
6736,1
6737,0
6738,1
6741,1
6745,0
6749,0
6751,1
6753,1
6754,1
6756,1
6762,1
6766,0
6770,1
6773,1
6777,0
6779,1
6780,1
6781,1
6782,0
6785,0
6789,0
6790,0
6791,1
6793,0
6795,1
6796,1
6797,0
6798,1
6805,1
6806,0
6814,1
6815,1
6816,1
6822,1
6823,1
6824,0
6826,1
6828,0
6834,1
6838,1
6840,1
6842,1
6850,0
6851,1
6854,0
6856,1
6857,0
6859,0
6862,1
6864,1
6865,1
6870,1
6871,0
6872,1
6873,1
6874,0
6875,0
6877,0
6879,0
6880,1
6887,0
6888,0
6893,1
6898,1
6900,0
6901,1
6905,0
6906,1
6909,0
6912,0
6913,1
6915,1
6916,0
6920,1
6923,0
6925,1
6927,0
6929,1
6933,0
6937,0
6938,1
6939,1
6943,1
6944,1
6946,1
6947,1
6948,1
6953,0
6954,1
6956,0
6957,1
6965,1
6966,0
6968,0
6970,1
6972,1
6973,1
6974,1
6975,1
6977,0
6978,1
6981,0
6984,1
6986,1
6992,0
6993,0
6995,1
6996,0
6998,0
7000,1
7002,1
7004,0
7005,1
7006,1
7011,1
7012,0
7014,1
7015,1
7019,1
7022,1
7024,1
7026,0
7030,1
7031,1
7032,0
7033,0
7035,1
7036,1
7039,1
7043,1
7045,1
7046,0
7049,1
7055,0
7057,1
7059,1
7060,1
7069,1
7072,0
7074,0
7078,1
7081,1
7084,0
7087,1
7088,1
7089,0
7090,0
7091,1
7092,1
7096,1
7100,0
7101,0
7103,1
7106,1
7107,1
7111,1
7114,1
7117,1
7119,1
7121,0
7127,1
7132,1
7134,0
7137,0
7138,1
7139,1
7144,1
7145,0
7150,1
7151,0
7152,0
7164,1
7166,1
7167,0
7168,1
7176,0
7177,0
7178,0
7186,1
7188,1
7191,1
7192,1
7201,1
7207,1
7209,1
7210,1
7211,1
7215,1
7217,1
7220,0
7221,0
7222,0
7224,0
7225,0
7229,1
7230,0
7233,0
7244,1
7252,0
7259,1
7260,0
7262,1
7263,0
7267,0
7269,0
7270,0
7272,0
7277,0
7281,0
7282,1
7283,0
7286,1
7287,0
7288,1
7296,0
7299,1
7304,1
7307,0
7309,1
7310,0
7311,1
7316,1
7319,1
7320,0
7322,1
7324,1
7328,1
7338,1
7340,0
7341,0
7343,0
7345,0
7346,1
7347,0
7349,1
7351,1
7353,1
7355,0
7362,1
7363,1
7369,1
7370,0
7374,1
7376,1
7378,1
7379,1
7384,0
7390,1
7392,1
7393,1
7394,1
7395,0
7398,1
7407,0
7408,0
7411,1
7414,1
7420,0
7423,1
7425,1
7426,0
7428,0
7431,1
7433,1
7436,1
7437,1
7438,1
7440,1
7448,0
7449,1
7451,1
7457,1
7458,0
7461,0
7463,0
7464,1
7466,1
7470,1
7473,1
7474,1
7479,1
7480,1
7482,1
7483,1
7485,1
7493,0
7496,1
7500,1
7503,1
7505,1
7513,1
7516,1
7521,1
7523,1
7525,1
7526,0
7527,1
7530,0
7544,1
7548,0
7549,0
7552,0
7553,1
7557,0
7560,1
7562,1
7563,0
7564,1
7568,0
7570,0
7571,1
7573,0
7577,0
7579,1
7580,1
7581,0
7582,0
7587,1
7589,1
7590,1
7593,0
7595,1
7596,0
7598,1
7601,0
7602,1
7603,1
7606,1
7607,0
7610,1
7613,1
7615,0
7616,1
7618,0
7624,1
7625,0
7634,1
7639,1
7644,1
7647,1
7648,1
7650,0
7656,0
7657,0
7662,0
7664,1
7665,0
7670,0
7673,0
7675,0
7676,1
7680,1
7687,1
7691,1
7692,0
7694,1
7695,1
7696,0
7697,1
7701,1
7702,1
7703,0
7704,1
7705,1
7707,1
7713,1
7715,1
7719,1
7721,1
7726,1
7728,1
7733,1
7734,1
7735,0
7737,0
7739,0
7740,0
7742,1
7743,0
7747,1
7749,0
7750,1
7754,0
7756,1
7757,0
7758,1
7759,1
7760,1
7764,1
7767,0
7773,1
7775,1
7776,1
7777,0
7778,1
7781,0
7782,0
7783,1
7784,1
7785,0
7786,0
7791,0
7792,1
7799,0
7803,0
7804,0
7805,1
7807,1
7814,0
7815,0
7817,1
7819,0
7820,1
7821,1
7824,1
7826,1
7827,1
7829,0
7830,1
7833,1
7835,1
7838,1
7839,0
7853,1
7856,1
7857,0
7859,0
7865,0
7866,1
7867,0
7869,1
7872,0
7876,0
7880,0
7882,1
7887,0
7888,1
7889,1
7891,1
7893,1
7894,1
7898,1
7899,0
7901,0
7903,1
7904,1
7905,1
7907,1
7909,0
7910,0
7912,0
7913,1
7918,1
7919,1
7922,1
7924,1
7925,0
7929,0
7930,1
7931,1
7932,1
7935,1
7940,1
7951,1
7952,0
7957,1
7959,0
7960,1
7963,1
7967,1
7984,0
7986,1
7997,1
7998,1
8000,0
8001,1
8002,0
8006,1
8007,0
8010,1
8012,0
8018,1
8019,0
8020,0
8022,1
8023,1
8025,0
8026,1
8027,0
8029,0
8032,1
8034,0
8035,0
8036,1
8037,1
8041,0
8046,0
8059,1
8060,1
8061,1
8064,0
8065,1
8069,1
8072,1
8074,1
8075,0
8080,0
8081,1
8082,1
8084,1
8085,1
8086,0
8087,1
8090,1
8094,1
8098,1
8100,1
8106,0
8108,0
8110,1
8113,0
8119,0
8123,0
8124,1
8125,1
8126,0
8127,1
8130,1
8131,0
8132,1
8133,1
8135,1
8137,1
8138,1
8143,1
8145,0
8149,0
8151,1
8154,1
8157,1
8159,1
8160,0
8166,1
8167,1
8169,0
8172,0
8173,1
8174,0
8176,1
8179,0
8180,0
8183,0
8186,1
8190,1
8192,1
8193,0
8195,1
8196,1
8198,0
8200,1
8203,0
8205,1
8207,0
8212,1
8215,0
8218,0
8224,1
8228,0
8230,1
8233,1
8244,1
8249,1
8250,0
8254,0
8255,1
8257,1
8260,1
8261,1
8263,1
8264,1
8270,0
8272,1
8275,1
8278,1
8279,1
8283,1
8291,1
8294,1
8297,0
8299,1
8301,0
8306,0
8307,1
8308,1
8311,0
8315,1
8316,1
8317,0
8320,0
8323,0
8324,1
8326,1
8329,1
8330,1
8336,1
8337,0
8338,1
8345,1
8346,0
8354,1
8357,0
8362,1
8363,0
8364,0
8366,1
8371,1
8372,0
8378,0
8382,1
8383,0
8385,1
8386,0
8388,1
8390,1
8392,1
8398,0
8399,1
8401,1
8407,1
8411,1
8413,0
8415,1
8416,1
8418,0
8422,0
8429,1
8439,0
8442,1
8445,1
8448,0
8450,1
8452,0
8455,1
8459,1
8461,1
8462,0
8463,1
8465,0
8469,0
8470,0
8482,1
8484,0
8486,0
8490,1
8491,0
8492,1
8496,1
8499,1
8502,0
8504,0
8505,1
8508,0
8509,1
8512,0
8517,1
8521,0
8526,1
8527,0
8529,1
8530,1
8532,1
8533,1
8537,1
8541,1
8543,0
8546,1
8547,1
8549,0
8553,0
8555,0
8556,1
8561,1
8562,1
8569,0
8572,1
8576,1
8580,0
8581,1
8582,1
8583,1
8586,1
8587,1
8590,1
8592,1
8594,0
8598,0
8599,1
8600,0
8601,1
8602,1
8603,1
8605,1
8606,0
8607,1
8608,1
8610,0
8614,0
8617,1
8618,0
8619,0
8634,0
8636,0
8643,1
8649,1
8650,0
8653,0
8654,0
8655,1
8658,1
8661,1
8663,0
8664,0
8667,0
8671,0
8672,0
8674,1
8675,1
8681,1
8682,0
8685,1
8686,0
8688,0
8691,0
8696,0
8698,0
8701,0
8703,0
8704,0
8706,1
8708,0
8718,0
8719,1
8721,0
8725,0
8726,1
8727,0
8728,0
8730,1
8737,0
8743,1
8744,1
8746,0
8750,1
8751,1
8755,0
8762,1
8764,1
8765,0
8767,0
8772,1
8773,0
8775,1
8783,1
8784,0
8787,1
8792,1
8794,0
8795,1
8796,0
8803,1
8805,0
8807,1
8812,1
8813,1
8815,1
8818,1
8819,0
8820,1
8823,0
8827,1
8828,0
8829,0
8831,1
8839,0
8844,1
8846,0
8847,1
8849,1
8851,0
8853,1
8855,1
8857,1
8861,0
8865,1
8867,0
8868,1
8870,1
8872,1
8874,1
8877,0
8881,1
8882,0
8885,1
8886,0
8890,0
8894,1
8897,0
8901,0
8909,1
8912,1
8913,0
8916,1
8917,1
8919,1
8924,1
8925,1
8928,1
8938,1
8939,1
8941,1
8945,0
8946,1
8947,0
8948,1
8949,1
8957,1
8959,1
8967,1
8968,1
8972,1
8973,1
8974,1
8976,0
8978,1
8980,1
8981,1
8982,1
8983,1
8985,1
8986,1
8988,0
8990,1
8995,0
8997,1
8998,0
8999,1
9000,0
9005,1
9006,0
9007,1
9009,1
9010,1
9012,1
9014,1
9018,0
9019,1
9020,0
9023,1
9024,1
9025,1
9027,0
9032,1
9035,1
9036,1
9039,1
9043,0
9044,0
9046,0
9050,0
9052,0
9054,1
9055,1
9056,0
9058,1
9059,0
9060,0
9062,1
9066,1
9067,0
9073,0
9075,0
9077,1
9078,0
9080,1
9084,1
9085,0
9091,0
9095,1
9096,1
9097,1
9098,0
9103,1
9115,1
9118,0
9121,1
9123,0
9124,0
9127,0
9129,0
9130,0
9134,0
9137,1
9139,1
9140,0
9141,0
9144,0
9149,0
9151,1
9152,0
9153,0
9156,0
9160,1
9161,1
9163,0
9165,1
9166,1
9178,1
9180,1
9182,1
9201,0
9204,0
9209,1
9214,1
9218,1
9220,1
9221,1
9223,0
9227,0
9235,1
9238,1
9242,1
9243,1
9246,1
9249,1
9250,1
9251,0
9252,1
9253,0
9254,0
9259,1
9262,0
9263,1
9265,1
9266,1
9267,1
9268,1
9269,0
9272,1
9277,0
9286,0
9287,0
9288,1
9297,0
9298,0
9300,1
9307,1
9312,0
9318,0
9319,1
9320,0
9325,1
9331,1
9333,1
9335,1
9337,1
9338,1
9343,0
9346,1
9347,1
9350,0
9360,1
9363,0
9368,0
9370,1
9376,1
9377,0
9383,0
9385,1
9388,0
9389,1
9391,1
9393,1
9395,1
9398,1
9399,1
9400,1
9402,1
9403,0
9404,1
9405,0
9406,1
9408,1
9411,1
9413,1
9415,1
9421,0
9425,0
9428,0
9433,0
9434,0
9442,0
9445,1
9453,0
9457,1
9462,1
9467,1
9470,1
9471,0
9474,1
9476,1
9479,0
9480,1
9483,1
9486,1
9487,1
9488,0
9489,0
9490,1
9491,1
9492,0
9497,0
9498,0
9499,0
9501,1
9508,1
9514,0
9516,0
9518,0
9519,0
9521,1
9524,0
9525,1
9528,1
9529,1
9532,1
9534,0
9536,1
9538,0
9540,1
9541,0
9542,1
9545,1
9546,0
9547,1
9551,1
9556,0
9558,1
9559,1
9560,1
9561,1
9563,0
9564,1
9565,0
9566,1
9568,1
9570,1
9571,1
9582,1
9584,1
9585,0
9587,0
9591,1
9592,1
9594,0
9596,0
9603,1
9604,1
9605,1
9606,1
9608,1
9610,1
9611,1
9612,0
9613,1
9614,1
9617,0
9620,0
9621,1
9627,1
9628,1
9631,0
9632,1
9633,1
9636,0
9637,1
9639,1
9641,0
9645,0
9646,1
9647,1
9648,1
9650,1
9652,0
9655,0
9656,0
9658,1
9661,1
9665,1
9667,0
9671,1
9676,1
9677,0
9682,0
9684,1
9689,1
9690,0
9692,1
9700,1
9702,0
9706,1
9707,1
9709,0
9710,0
9713,1
9714,1
9716,1
9722,0
9727,0
9729,1
9735,0
9737,1
9742,0
9746,1
9748,1
9749,0
9754,0
9755,0
9756,1
9757,1
9758,1
9760,1
9762,1
9769,1
9771,0
9774,1
9775,1
9779,0
9784,1
9786,1
9787,1
9789,1
9790,1
9794,1
9795,0
9801,1
9802,1
9805,1
9806,1
9810,1
9814,1
9820,0
9821,0
9827,0
9829,1
9832,1
9833,1
9836,0
9838,1
9841,1
9842,1
9844,0
9845,1
9848,0
9850,1
9852,1
9853,0
9856,1
9870,0
9871,1
9872,0
9875,1
9877,0
9878,0
9880,0
9883,1
9892,0
9893,0
9895,0
9899,0
9901,1
9902,1
9903,1
9907,0
9908,0
9910,0
9914,1
9915,0
9917,0
9919,1
9924,1
9927,0
9928,1
9929,1
9931,0
9933,0
9939,1
9940,1
9949,0
9956,1
9959,1
9960,0
9961,0
9966,0
9967,1
9969,1
9970,1
9971,1
9972,0
9977,1
9978,0
9979,0
9982,1
9983,0
9990,1
9991,1
9992,1
9993,1
9995,1
10002,1
10006,1
10007,1
10009,0
10011,0
10019,1
10028,1
10036,1
10037,0
10038,1
10039,0
10040,0
10041,0
10043,1
10044,1
10045,0
10046,1
10052,1
10058,0
10059,1
10060,0
10068,1
10069,1
10070,1
10073,1
10078,1
10079,0
10083,1
10086,1
10090,1
10091,0
10092,1
10093,0
10094,0
10095,0
10097,1
10098,0
10099,0
10102,1
10108,0
10110,0
10111,1
10112,1
10113,1
10114,1
10115,1
10116,0
10117,1
10118,0
10121,1
10123,1
10124,0
10125,0
10126,1
10128,1
10132,1
10135,1
10136,1
10137,0
10140,0
10141,1
10143,1
10149,1
10152,0
10153,1
10154,1
10156,1
10161,0
10165,1
10168,1
10169,1
10171,1
10175,1
10176,0
10178,1
10179,0
10180,1
10182,0
10183,1
10185,0
10188,0
10191,1
10192,1
10195,1
10199,1
10202,0
10209,1
10210,0
10214,1
10215,0
10216,1
10220,1
10221,0
10229,1
10232,0
10235,0
10237,1
10239,1
10242,1
10243,1
10248,1
10258,1
10259,1
10263,1
10269,1
10272,0
10273,1
10279,1
10280,1
10282,1
10285,1
10287,1
10290,1
10297,1
10304,1
10305,1
10307,0
10310,0
10312,1
10314,0
10317,0
10318,0
10321,1
10326,1
10329,1
10332,1
10335,0
10336,1
10338,1
10339,1
10340,1
10342,1
10347,1
10348,1
10350,1
10351,1
10353,1
10354,1
10362,1
10365,1
10367,0
10371,1
10372,0
10379,1
10392,1
10394,1
10396,1
10400,0
10402,1
10406,1
10408,0
10410,1
10411,0
10415,1
10417,1
10418,1
10419,1
10422,0
10423,0
10425,1
10428,1
10431,1
10434,1
10438,0
10442,1
10445,1
10446,1
10447,0
10452,1
10453,1
10454,1
10455,1
10460,1
10461,0
10462,1
10464,0
10467,0
10470,0
10471,1
10472,1
10484,0
10487,1
10488,0
10490,1
10492,1
10493,1
10498,1
10502,1
10506,1
10507,0
10508,1
10509,1
10510,1
10511,0
10513,0
10514,1
10516,1
10518,1
10525,0
10526,0
10529,1
10531,1
10533,1
10534,0
10536,1
10538,1
10543,0
10545,1
10546,1
10550,1
10551,0
10556,1
10560,1
10567,1
10569,1
10570,0
10572,1
10580,1
10581,1
10584,0
10587,1
10588,1
10589,1
10591,1
10593,1
10595,0
10596,1
10599,1
10600,0
10605,0
10609,0
10611,1
10612,1
10614,1
10615,0
10621,1
10628,1
10630,1
10633,1
10638,0
10644,1
10645,1
10647,0
10649,0
10650,0
10651,0
10652,1
10653,0
10658,0
10659,0
10662,1
10663,0
10664,1
10666,1
10667,0
10669,1
10672,1
10676,1
10677,1
10678,1
10679,1
10682,1
10684,0
10686,1
10687,1
10688,1
10689,0
10690,0
10691,0
10693,1
10694,1
10695,0
10696,1
10697,1
10699,0
10703,1
10706,1
10709,1
10711,0
10716,1
10720,1
10724,0
10725,1
10730,1
10732,1
10733,0
10741,1
10745,1
10751,0
10754,1
10757,1
10758,0
10760,1
10762,1
10769,1
10771,1
10773,0
10777,0
10778,1
10780,0
10783,1
10784,0
10788,0
10791,0
10801,1
10802,1
10805,1
10808,1
10812,1
10813,0
10814,1
10818,1
10822,0
10824,1
10826,1
10829,0
10830,1
10831,1
10833,0
10838,0
10840,1
10846,1
10849,0
10850,1
10851,0
10852,1
10855,1
10860,1
10867,0
10869,1
10870,1
10872,1
10877,0
10879,0
10881,1
10883,0
10888,1
10891,0
10892,1
10895,1
10897,0
10898,0
10899,1
10906,0
10910,1
10911,1
10914,1
10916,1
10919,0
10923,1
10925,1
10927,0
10929,1
10930,1
10932,1
10936,0
10940,1
10941,0
10943,1
10949,0
10950,1
10952,0
10958,1
10961,1
10967,1
10968,0
10970,1
10973,1
10983,1
10985,1
10986,1
10990,1
10993,0
10996,0
10997,0
10999,1
11001,1
11002,1
11004,0
11006,0
11012,0
11013,0
11014,0
11016,0
11021,1
11026,0
11028,1
11033,1
11034,1
11035,0
11037,1
11038,0
11039,0
11040,1
11041,0
11047,0
11049,1
11053,1
11055,0
11057,1
11058,0
11059,0
11061,1
11063,0
11068,0
11071,0
11073,1
11075,0
11078,0
11080,1
11082,0
11083,1
11089,1
11091,0
11092,1
11093,1
11094,0
11095,1
11101,1
11102,1
11103,1
11110,0
11111,0
11112,1
11113,0
11120,0
11123,0
11125,0
11127,0
11133,1
11134,1
11136,1
11137,1
11138,1
11142,0
11146,0
11147,0
11154,1
11155,0
11157,1
11158,1
11161,0
11163,1
11164,0
11167,1
11170,1
11171,1
11175,1
11177,1
11179,1
11180,0
11181,0
11182,0
11184,1
11185,0
11188,1
11190,1
11191,1
11192,1
11194,0
11198,1
11199,1
11202,1
11203,0
11204,1
11205,1
11211,0
11212,1
11215,1
11216,0
11218,1
11219,1
11220,0
11223,1
11230,1
11235,1
11236,1
11237,1
11240,0
11242,1
11243,1
11246,1
11247,0
11249,1
11250,1
11252,1
11258,0
11261,1
11262,0
11263,1
11268,1
11270,0
11271,1
11273,1
11275,0
11278,1
11280,1
11281,0
11282,1
11290,0
11293,1
11296,0
11297,0
11299,1
11307,1
11308,1
11310,1
11314,1
11316,1
11318,1
11320,0
11321,0
11324,1
11325,0
11326,1
11331,0
11334,1
11337,1
11338,1
11339,1
11342,0
11345,0
11346,1
11349,0
11352,1
11353,0
11354,1
11357,1
11358,0
11359,0
11360,1
11361,1
11364,1
11366,1
11368,1
11369,0
11370,0
11371,1
11376,1
11378,1
11383,0
11384,0
11385,1
11386,1
11387,1
11388,1
11390,1
11392,1
11393,0
11396,1
11401,1
11403,1
11405,0
11406,1
11408,0
11410,1
11414,0
11417,1
11419,0
11421,1
11425,1
11427,0
11429,1
11430,0
11432,1
11435,0
11436,0
11439,1
11445,0
11449,1
11452,0
11458,1
11459,1
11460,1
11461,1
11463,0
11466,0
11468,0
11470,0
11471,0
11472,0
11473,1
11478,1
11479,1
11482,0
11484,1
11492,0
11493,1
11494,1
11495,1
11496,1
11502,0
11503,1
11506,1
11510,1
11512,1
11515,1
11516,1
11520,0
11521,1
11524,0
11525,1
11526,0
11527,1
11528,1
11535,1
11536,1
11552,1
11554,1
11557,1
11558,1
11560,1
11561,1
11565,1
11568,1
11569,0
11572,1
11573,0
11574,1
11576,0
11577,0
11578,1
11579,1
11580,0
11582,1
11591,0
11593,1
11595,0
11600,1
11604,0
11605,1
11607,1
11608,1
11609,1
11611,1
11612,0
11613,1
11615,1
11616,1
11618,1
11622,1
11623,1
11634,1
11635,0
11638,1
11639,0
11641,1
11643,1
11644,0
11645,1
11646,1
11648,1
11649,0
11650,1
11651,1
11657,0
11658,0
11664,1
11665,1
11666,1
11669,0
11670,1
11671,1
11672,1
11673,1
11674,1
11675,0
11676,1
11679,1
11680,0
11683,0
11686,1
11690,1
11695,1
11701,0
11704,1
11707,0
11709,1
11715,1
11716,1
11719,1
11721,1
11723,0
11724,1
11725,0
11728,1
11731,1
11736,0
11738,0
11739,0
11741,0
11742,0
11743,1
11750,1
11751,1
11752,1
11753,0
11756,1
11757,1
11759,1
11763,1
11765,0
11770,0
11771,0
11772,1
11774,1
11781,0
11786,1
11793,0
11794,0
11796,1
11800,0
11801,0
11803,0
11810,1
11815,0
11824,1
11825,1
11828,1
11833,1
11834,1
11835,1
11843,1
11844,0
11846,0
11850,1
11852,1
11854,1
11856,0
11859,1
11862,1
11864,1
11871,1
11873,1
11875,0
11876,1
11877,1
11882,1
11884,1
11885,1
11887,1
11889,0
11891,1
11892,0
11894,1
11899,1
11900,1
11902,0
11908,0
11910,1
11912,1
11913,1
11916,1
11917,1
11920,0
11926,0
11929,1
11931,0
11934,0
11938,1
11940,1
11944,1
11945,1
11952,1
11954,0
11955,0
11958,1
11961,1
11967,1
11973,0
11975,0
11978,1
11979,1
11981,1
11983,1
11984,0
11986,1
11992,1
11993,0
11996,1
12001,0
12005,1
12006,1
12007,1
12008,0
12010,1
12013,0
12015,1
12017,0
12019,1
12020,1
12021,1
12022,1
12023,1
12024,0
12028,1
12031,1
12032,1
12033,1
12035,0
12038,0
12039,0
12040,1
12043,1
12046,0
12047,1
12049,0
12053,1
12056,1
12057,0
12058,1
12059,1
12060,1
12061,1
12063,0
12064,0
12065,0
12070,0
12072,1
12073,1
12074,0
12077,1
12079,1
12081,1
12082,1
12087,0
12088,1
12089,1
12091,0
12094,1
12095,1
12099,1
12101,1
12102,0
12106,0
12108,0
12109,0
12110,1
12111,1
12116,1
12118,0
12121,1
12122,0
12125,1
12127,0
12129,0
12131,1
12133,0
12135,0
12136,1
12137,0
12139,1
12142,0
12143,0
12144,0
12147,1
12151,1
12152,0
12154,1
12157,1
12159,0
12160,0
12166,1
12167,1
12168,1
12170,1
12175,0
12176,1
12178,1
12181,0
12183,1
12184,1
12185,0
12186,0
12188,1
12192,1
12199,0
12201,1
12204,1
12205,0
12206,1
12208,1
12209,0
12211,1
12213,1
12214,1
12217,1
12219,1
12223,0
12224,1
12227,0
12228,1
12229,0
12231,0
12232,1
12235,1
12236,1
12237,0
12239,0
12240,1
12243,0
12247,1
12248,1
12249,0
12256,1
12257,1
12261,0
12263,0
12264,0
12266,1
12272,1
12273,1
12277,1
12280,0
12281,1
12284,1
12289,0
12291,1
12293,0
12294,1
12297,0
12298,0
12300,1
12301,1
12309,0
12312,1
12313,1
12314,0
12315,0
12318,1
12319,0
12321,0
12323,0
12325,1
12327,0
12330,1
12331,1
12333,0
12335,1
12342,1
12343,1
12348,0
12354,1
12356,0
12358,0
12359,1
12361,1
12363,0
12367,1
12369,1
12370,0
12371,1
12373,0
12378,1
12383,1
12384,1
12385,0
12386,0
12392,0
12393,0
12394,1
12395,0
12397,0
12398,1
12399,1
12401,1
12408,0
12410,1
12413,1
12414,1
12418,1
12420,1
12423,1
12426,0
12433,1
12434,1
12435,0
12436,1
12437,1
12439,0
12442,1
12448,1
12449,0
12450,1
12451,0
12455,0
12456,1
12459,0
12462,1
12464,0
12465,0
12466,0
12467,0
12468,1
12469,1
12472,1
12474,1
12475,1
12477,1
12485,0
12488,1
12492,1
12494,0
12496,0
12500,0
12502,1
12503,0
12505,0
12508,0
12509,1
12510,1
12512,0
12514,0
12515,1
12516,0
12519,0
12523,0
12524,1
12525,0
12527,0
12532,0
12535,0
12536,0
12537,0
12540,0
12542,1
12543,0
12544,1
12548,0
12549,0
12550,1
12553,0
12561,0
12562,1
12563,1
12564,1
12565,0
12566,1
12567,1
12569,1
12570,1
12572,0
12576,1
12579,0
12580,1
12589,1
12591,0
12598,1
12600,1
12601,1
12602,0
12611,0
12614,1
12615,1
12616,0
12619,1
12620,0
12621,1
12625,0
12626,1
12632,1
12634,0
12638,1
12642,1
12643,1
12644,1
12646,1
12647,1
12648,1
12649,1
12652,1
12653,1
12655,1
12656,1
12658,1
12659,1
12661,0
12665,1
12666,1
12672,1
12674,1
12677,1
12679,1
12681,1
12682,0
12683,1
12685,1
12686,0
12687,0
12692,1
12693,0
12696,1
12697,1
12698,0
12699,1
12702,1
12703,1
12705,1
12706,0
12707,0
12708,1
12709,0
12711,1
12713,1
12714,1
12719,1
12720,0
12725,0
12727,1
12728,1
12732,1
12733,1
12736,1
12740,1
12742,0
12743,1
12745,0
12746,1
12747,0
12752,1
12753,1
12758,0
12759,1
12760,1
12762,1
12765,1
12766,1
12771,0
12773,0
12774,1
12775,1
12779,0
12781,1
12785,0
12788,1
12789,0
12794,1
12797,0
12800,1
12801,1
12802,1
12806,1
12807,1
12810,0
12813,1
12818,1
12819,0
12823,1
12824,0
12825,1
12828,1
12831,0
12839,1
12841,1
12844,1
12845,0
12847,0
12849,1
12855,0
12856,0
12858,1
12859,0
12862,1
12863,1
12865,1
12866,1
12867,0
12871,0
12875,1
12878,1
12879,1
12880,1
12883,0
12884,0
12886,0
12888,1
12891,1
12892,1
12894,1
12896,0
12900,0
12901,0
12907,0
12909,0
12915,1
12922,0
12923,1
12924,1
12925,1
12927,1
12928,1
12933,1
12934,0
12938,0
12944,1
12945,0
12952,0
12955,1
12958,1
12961,1
12963,0
12964,1
12966,1
12967,1
12969,0
12970,1
12972,1
12974,1
12978,1
12981,1
12983,1
12987,0
12988,1
12989,1
12990,1
12994,0
12997,0
12998,0
12999,1
13000,0
13006,0
13009,0
13011,1
13019,1
13030,1
13033,1
13034,0
13036,0
13037,1
13040,1
13041,0
13042,0
13045,0
13046,1
13047,1
13054,1
13057,1
13061,1
13062,0
13064,0
13065,0
13066,0
13067,1
13068,1
13069,0
13072,1
13075,1
13078,0
13080,0
13081,0
13085,1
13087,1
13093,1
13094,1
13096,1
13104,1
13106,1
13107,1
13108,1
13109,0
13113,1
13121,1
13123,0
13124,0
13129,1
13131,0
13132,0
13134,0
13139,0
13140,1
13142,0
13143,0
13144,1
13147,0
13151,0
13155,1
13156,1
13159,1
13160,1
13168,0
13170,1
13171,0
13177,0
13181,0
13182,0
13187,0
13190,1
13191,0
13192,0
13194,1
13196,1
13197,1
13202,1
13204,0
13209,0
13213,1
13214,0
13218,1
13220,0
13225,1
13226,1
13228,1
13230,1
13235,1
13237,1
13238,1
13242,1
13244,1
13245,1
13246,1
13249,1
13252,0
13255,0
13257,1
13258,1
13259,1
13261,1
13262,0
13264,1
13270,1
13272,0
13278,1
13279,0
13280,1
13284,1
13285,1
13289,1
13290,1
13293,0
13298,1
13299,0
13300,0
13302,1
13303,1
13308,0
13315,0
13317,0
13319,0
13322,1
13324,1
13329,1
13330,0
13333,1
13334,1
13335,1
13337,1
13340,0
13344,1
13345,1
13346,1
13350,0
13351,1
13352,1
13354,1
13355,1
13357,1
13358,0
13359,1
13360,0
13361,1
13367,0
13368,1
13369,1
13372,0
13374,1
13376,0
13378,0
13385,1
13389,0
